abv,ibu,id,name,style,brewery_id,ounces
4.1,41,2235,Day Hike Session,American IPA,190,12
5.6,41,162,Paddy Pale Ale,American Pale Ale (APA),361,12
4,42,1925,Trader Session IPA,American IPA,159,12
4.2,42,2683,A Beer,American Pale Ale (APA),1,16
4.4,42,876,Bitter American,American Pale Ale (APA),368,12
4.4,42,353,Bitter American (2011),American Pale Ale (APA),368,12
4.7,42,146,Avery Joe’s Premium American Pilsner,German Pilsener,37,12
4.8,42,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12
5.2,42,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),122,12
5.2,42,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12
5.4,42,2176,Mauna Kea Pale Ale,American Pale Ale (APA),203,12
5.4,42,1388,The Crisp,German Pilsener,46,16
5.4,42,425,The Crisp (2011),German Pilsener,46,16
5.7,42,1688,American Hero,American Amber / Red Ale,298,12
5.9,42,1926,Long Trail IPA,English India Pale Ale (IPA),268,12
6.2,42,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16
7,42,1778,On the Count of 3 (2015),Hefeweizen,292,16
5.3,43,1257,Jack Pine Savage,American Pale Ale (APA),444,16
5.8,43,2246,Night Cat,American Dark Wheat Ale,74,12
5.8,43,1630,Night Cat (2014),American Dark Wheat Ale,74,12
6.2,43,837,Desolation IPA,American IPA,401,16
9.9,43,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16
4.4,44,2558,Moar,English India Pale Ale (IPA),53,12
4.5,44,1886,Thrasher Session India Pale Ale,American IPA,283,12
5,44,663,TailGate IPA,American IPA,449,24
5,44,662,TailGate IPA,American IPA,449,12
5.7,44,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12
6.6,44,1847,Colorado Red Ale,American Amber / Red Ale,294,12
3.5,45,1643,Banner American Ale,American Amber / Red Ale,318,12
4.4,45,2051,Bravo Four Point,American Pale Ale (APA),237,12
4.6,45,1749,Just IPA,American IPA,328,12
4.9,45,2669,Calyptra,American India Pale Lager,2,12
5,45,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12
5.1,45,1194,Alpha Ale,American Pale Ale (APA),181,12
5.3,45,1183,Kindler Pale Ale,American Pale Ale (APA),107,12
5.4,45,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12
5.4,45,2553,Mazzie,American Pale Ale (APA),55,12
5.5,45,2590,Czech Yo Self,Czech Pilsener,36,12
5.5,45,1908,Fresh Slice White IPA,American White IPA,275,12
5.8,45,1833,Hop Farm IPA,American IPA,297,12
6,45,2056,Black Me Stout,American Stout,236,12
6.5,45,875,Fremont Summer Ale,American Pale Ale (APA),460,12
6.5,45,2387,Pine Belt Pale Ale,American Pale Ale (APA),118,12
6.5,45,45,Pine Belt Pale Ale,American Pale Ale (APA),118,16
6.7,45,928,Belgorado,Belgian IPA,424,12
7,45,1322,Green Bullet Organic India Pale Ale,American IPA,429,16
7.1,45,1849,American Red Porter,American Porter,294,12
7.2,45,990,Loose Cannon,American IPA,479,12
7.9,45,1024,Fireside Chat,Winter Warmer,368,12
7.9,45,321,Fireside Chat (2010),Winter Warmer,368,12
4.7,46,1494,Fortunate Islands,American Pale Wheat Ale,209,16
5.6,46,1159,Mother Ale,American Blonde Ale,453,12
5.7,46,1747,Bronx Black Pale Ale,American Black Ale,329,16
5.8,46,929,Single Engine Red,Irish Red Ale,453,12
6,46,2538,Neomexicanus Native,American Pale Ale (APA),63,12
7,46,2618,Thai.p.a,American IPA,20,16
4.5,47,2569,Easy Jack,American IPA,48,12
5.6,47,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16
5.9,47,778,Brownstone,American Brown Ale,46,16
6.7,47,358,Hop Knot IPA,American IPA,160,12
4.8,48,1661,Trailhead ISA,American IPA,190,12
4.8,48,482,Trailhead India Style Session Ale (2011),American IPA,190,12
5.4,48,1963,Wonderstuff,German Pilsener,258,12
5.4,48,1967,General George Patton Pilsner,Czech Pilsener,26,16
6,48,512,Autumnation (2011-12) (2011),Pumpkin Ale,46,16
5.3,49,2352,Extra Pale Ale,American Pale Ale (APA),138,12
5.8,49,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12
4.5,50,2692,Get Together,American IPA,0,16
4.7,50,1962,Sensi Harvest,American Pale Ale (APA),46,12
5,50,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12
5.2,50,2156,Oneida,American Pale Ale (APA),209,16
5.2,50,949,3 Gear Robust Porter,American Porter,17,16
5.5,50,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16
5.6,50,1844,Wachusett IPA,American IPA,295,12
6,50,1086,Four Squared (2015),American Blonde Ale,128,12
6,50,1912,40 Mile IPA,American IPA,273,12
6,50,1511,Worthy Pale,American Pale Ale (APA),199,12
6.3,50,1037,Bronx Pale Ale,American Pale Ale (APA),329,16
6.6,50,985,Bark Bite IPA,American IPA,444,16
7.2,50,2077,No Wake IPA,American IPA,228,12
7.3,50,1242,Big Nose,American IPA,447,12
8.3,50,46,Buried Hatchet Stout,Foreign / Export Stout,118,12
9.2,50,1333,Quakertown Stout,American Double / Imperial Stout,426,12
6.9,51,1760,GreyBeard™ IPA,American IPA,324,12
7.5,51,1080,Hop Happy,American IPA,284,16
9.9,51,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51,19.2
5.3,52,1091,Hans' Pils (2015),German Pilsener,128,12
5.5,52,433,Greenville Pale Ale,American Pale Ale (APA),539,12
6.5,52,1205,Northern Lights India Pale Ale,American IPA,383,16
6.5,52,368,Northern Lights India Pale Ale,American IPA,383,12
8.5,52,531,Special Edition: Allies Win The War!,English Strong Ale,368,12
10,52,2574,4Beans,Baltic Porter,46,12
3.7,53,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,12
6,53,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),183,16
5,55,1771,Lil SIPA,American IPA,321,16
5.4,55,1966,Wagon Party,California Common / Steam Beer,258,12
5.6,55,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12
5.6,55,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12
5.9,55,1213,Chuli Stout,Irish Dry Stout,453,12
5.9,55,2198,Goose Island India Pale Ale,American IPA,196,12
6,55,413,Sky High Rye,American Pale Ale (APA),541,12
6,55,1845,Green Monsta IPA,American IPA,295,12
6,55,618,Green Monsta IPA,American IPA,295,12
6.2,55,1406,Savannah Brown Ale,American Brown Ale,415,12
6.3,55,2089,Trail Head,American Pale Ale (APA),224,12
6.8,55,558,I-10 IPA,American IPA,527,12
7.3,55,1478,CAPT Black IPA,American Black Ale,397,12
7.3,55,883,CAPT Black IPA,American Black Ale,397,16
6.3,57,1386,Righteous Ale,Rye Beer,46,16
6.3,57,423,Righteous Ale (2011),Rye Beer,46,16
5.7,58,68,ESB Special Ale,Extra Special / Strong Bitter (ESB),264,12
7,58,1455,Sudice American Stout,American Stout,405,16
4.3,60,2292,Little Sister India Style Session Ale,American IPA,170,12
5.5,60,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16
5.8,60,2388,Rise Up Red,American Amber / Red Ale,80,16
5.8,60,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16
5.8,60,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12
6,60,2005,Barrio Blanco,American IPA,251,12
6,60,1398,Pigwar White India Pale Ale,American White IPA,80,16
6.1,60,1979,Bitter Bitch,American Pale Ale (APA),177,12
6.1,60,2312,Camelback,American IPA,157,12
6.3,60,101,Tallgrass IPA,American IPA,45,16
7,60,1755,Juke Joint IPA,American IPA,152,12
7.1,60,2148,#002 American I.P.A.,American IPA,211,12
7.2,60,1456,Powder Hound Winter Ale,English Strong Ale,336,12
7.2,60,1801,Last Stop IPA,American IPA,308,12
7.4,60,1302,Blur India Pale Ale,American IPA,432,12
7.8,60,1605,Festeroo Winter Ale,American Strong Ale,198,12
6.2,61,1470,Ananda India Pale Ale,American IPA,239,12
6.3,61,2093,Pleasure Town,American IPA,223,12
6.3,61,1814,Pleasure Town IPA,American IPA,223,12
7,61,2432,White Reaper,Belgian IPA,26,16
6.2,62,2168,Amazon Princess IPA,American IPA,205,12
6.4,62,1385,Bengali Tiger,American IPA,46,16
6.4,62,422,Bengali Tiger (2011),American IPA,46,16
6.5,62,2090,Bengali,American IPA,46,24
7.5,63,2458,Chupahopra,American IPA,38,12
5.5,64,2066,Fisherman's IPA,American IPA,230,12
5.5,64,2617,Citra Faced,American Pale Wheat Ale,21,16
6.1,64,648,Fairweather IPA,American IPA,493,12
6,65,2675,Pile of Face,American IPA,1,16
6.2,65,1714,Big Sky IPA,American IPA,336,12
6.2,65,579,Big Sky IPA (2012),American IPA,336,12
6.2,65,1309,Face Plant IPA,American IPA,430,12
6.2,65,31,Big Swell IPA,American IPA,375,12
6.2,65,641,Hoppy Boy,American IPA,520,16
6.5,65,759,Double Haul IPA (2009),American IPA,510,16
6.5,65,758,Double Haul IPA (2006),American IPA,510,16
6.5,65,86,Double Haul IPA,American IPA,510,16
6.5,65,1148,Nebraska India Pale Ale,American IPA,337,12
6.5,65,1487,Falling Down Brown Ale,American Brown Ale,301,16
6.5,65,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12
6.7,65,2670,Hoponius Union,American India Pale Lager,2,12
6.8,65,173,Back in Black,American Black Ale,368,12
6.8,65,1521,Modus Hoperandi,American IPA,264,12
6.8,65,67,Modus Hoperandi,American IPA,264,12
6.8,65,575,Westbrook IPA,American IPA,384,12
6.9,65,2110,1916 Shore Shiver,American IPA,217,12
6.9,65,1539,Monkey Fist IPA,American IPA,385,12
7,65,10,Brew Free! or Die IPA,American IPA,368,12
7,65,1933,Missile IPA,American IPA,236,12
6.1,66,1258,5 Day IPA,American IPA,442,12
6.4,66,1396,Laughing Dog IPA,American IPA,218,12
5.2,67,2450,Self Starter,American IPA,94,16
6.9,67,1857,Supergoose IPA,American IPA,290,12
7,67,596,Independence Pass Ale,American IPA,523,12
6.8,68,435,Flyin' HI.P.Hay,American IPA,375,12
7,68,1765,Golden Ratio IPA,American IPA,183,16
7,68,861,Cane and Ebel,American Strong Ale,74,12
7.6,68,2678,Rico Sauvin,American Double / Imperial IPA,1,16
8,68,2686,Citra Ass Down,American Double / Imperial IPA,1,16
6,69,428,Shiva IPA,American IPA,528,12
6.3,69,107,Avery India Pale Ale,American IPA,37,12
6.3,69,525,Diesel,American Stout,46,16
6.3,69,2497,Wobble,American IPA,74,16
6.5,69,1697,Be Hoppy IPA,American IPA,339,16
6.9,69,182,Stowaway IPA,American IPA,292,12
6.9,69,1556,Batch 69 IPA,American IPA,253,12
6.9,69,2194,Worthy IPA,American IPA,199,12
6.9,69,1512,Worthy IPA (2013),American IPA,199,12
8,69,2080,8 Barrel,American Strong Ale,226,16
8.5,69,2044,Captain's Daughter,American Double / Imperial IPA,86,12
5.7,70,434,Sockeye Red IPA,American IPA,223,12
6,70,1667,King Street IPA,American IPA,102,12
6.2,70,1659,Evo IPA,American IPA,190,12
6.2,70,1173,Evolutionary IPA (2012),American IPA,190,12
6.2,70,505,Evolutionary IPA (2011),American IPA,190,12
6.3,70,1543,Proxima IPA,American IPA,198,12
6.7,70,1965,Sky-Five,American IPA,258,12
6.7,70,1434,Wood Chipper India Pale Ale,American IPA,335,12
6.7,70,2426,Clean Shave IPA,American IPA,106,12
6.7,70,2331,Watershed IPA,American IPA,150,12
6.7,70,999,Watershed IPA (2013),American IPA,150,12
6.8,70,966,Topcutter India Pale Ale,American IPA,483,12
6.8,70,2052,Dankosaurus,American IPA,29,16
7,70,799,21st Amendment IPA (2006),American IPA,368,12
7,70,797,Brew Free! or Die IPA (2008),American IPA,368,12
7,70,796,Brew Free! or Die IPA (2009),American IPA,368,12
7,70,1018,Sculpin IPA,American IPA,34,12
7,70,1451,Moirai India Pale Ale,American IPA,405,16
7,70,2424,Big Star White IPA,American White IPA,105,12
7,70,479,Missouri Mule India Pale Ale,American IPA,314,16
7,70,1608,Global Warmer,American Strong Ale,46,12
7.2,70,637,Monkeynaut IPA,American IPA,412,12
7.3,70,2193,Abominable Winter Ale,American Strong Ale,80,16
7.3,70,916,Abominable Winter Ale (2012),American Strong Ale,80,16
7.5,70,1677,The Great Return,American IPA,343,16
6.5,71,947,Twister Creek India Pale Ale,American IPA,453,12
6.7,71,2313,Mothman Black IPA,American Black Ale,156,12
5.8,72,2627,Train Hopper,American IPA,14,12
6.6,72,2422,Firestarter India Pale Ale,American IPA,107,12
6.6,72,633,Firestarter India Pale Ale,American IPA,107,16
8,72,935,Fascist Pig Ale,American Amber / Red Ale,256,16
9.2,72,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12
7,73,2254,Salamander Slam,American IPA,180,16
7.6,73,1874,El Chingon IPA,American IPA,287,12
6.7,74,1402,Mind's Eye PA,American IPA,11,16
6.7,74,1591,Autumnation (2013),American IPA,46,16
7.8,74,1382,Crank Yanker IPA,American IPA,369,16
7.8,74,395,Crank Yanker IPA (2011),American IPA,369,16
5.9,75,972,Rude Parrot IPA,American IPA,481,16
6,75,2372,The Green Room,American IPA,126,16
6.5,75,1686,Irregardless IPA,American IPA,298,12
6.6,75,2199,Hopworks IPA,American IPA,80,16
6.6,75,653,Hopworks IPA (2012),American IPA,80,16
6.7,75,2154,Aurora,American Amber / Red Ale,209,16
6.8,75,2157,Booming Rollers,American IPA,209,16
7,75,1400,Big Eye India Pale Ale,American IPA,34,12
7.2,75,2186,Tsunami IPA,American IPA,203,19.2
7.2,75,2185,Tsunami IPA,American IPA,203,12
7.5,75,2463,Union Jack,American IPA,48,12
9.5,75,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12
9.8,76,1255,Bad Axe Imperial IPA,American Double / Imperial IPA,444,16
6.5,77,2175,Mound Builder IPA,American IPA,205,12
7.6,78,1577,12th Round,American Strong Ale,376,16
6.2,80,2596,Heavy Lifting,American IPA,31,12
6.2,80,1504,Country Boy IPA,American IPA,170,12
6.5,80,857,Interurban IPA,American IPA,460,12
6.5,80,729,Midnight Ryder,American Black Ale,277,12
7,80,1327,Hop Ottin' IPA,American IPA,171,12
7,80,367,Hop Ottin' IPA (2011),American IPA,171,12
7,80,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16
7,80,1576,RoughTail IPA,American IPA,376,16
7.2,80,2671,Excess IPL,American India Pale Lager,2,16
7.2,80,1621,Hop Drop 'N Roll IPA,American IPA,359,16
7.8,80,1940,077XX,American Double / Imperial IPA,222,16
8,80,1664,Sobek & Set,American Black Ale,256,16
8.2,80,1929,Second Fiddle,American Double / Imperial IPA,172,16
8.7,80,1884,Hop Freak,American Double / Imperial IPA,284,16
12.5,80,2685,London Balling,English Barleywine,1,16
6.5,82,2417,4000 Footer IPA,American IPA,109,12
7,82,2519,Bimini Twist,American IPA,67,12
7.3,82,1089,Hop Notch IPA (2013),American IPA,159,12
8.4,82,47,Ballz Deep Double IPA,American Double / Imperial IPA,481,16
7.1,83,1850,American India Red Ale,American Strong Ale,294,12
7.3,83,1723,Hop Nosh IPA,American IPA,159,12
7.4,83,762,Ace IPA,American IPA,509,16
6.7,85,1067,Disconnected Red,American Amber / Red Ale,220,16
7.3,85,383,Black Adder IBA (Current),American Black Ale,530,16
7.3,85,1603,Good Vibes IPA,American IPA,322,12
7.5,85,2667,Solis,American IPA,3,16
7.5,85,2159,City of the Sun,American IPA,209,16
7.5,85,1488,Pilzilla,American Double / Imperial Pilsner,322,12
8.5,85,1334,Dreamin' Double IPA,American Double / Imperial IPA,356,12
8.5,85,1418,Larry Imperial IPA,American Double / Imperial IPA,295,12
8.8,85,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,12
8.8,85,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16
9.9,85,1256,Forest Fire Imperial Smoked Rye,Rye Beer,444,16
9.9,85,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16
9.9,85,1861,BLAKKR,American Black Ale,128,12
9.9,85,1020,3Beans,Baltic Porter,46,12
8,86,1346,Habitus IPA,American IPA,423,16
8.5,86,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,16
8.5,86,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,16
7,88,2407,Rule G IPA,American IPA,115,12
6.4,90,2610,The Gadget,American IPA,22,16
6.5,90,1353,Alphadelic IPA,American IPA,198,12
6.5,90,499,Alphadelic IPA (2011),American IPA,198,12
6.8,90,1903,Let It Ride IPA,American IPA,277,12
8.4,90,995,Winterfest,American Strong Ale,309,16
8.5,90,2600,Gone A-Rye,American Double / Imperial IPA,29,16
8.5,90,2507,Double Duckpin,American Double / Imperial IPA,71,12
9.3,90,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12
9.9,90,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51,19.2
12,90,2621,Csar,Russian Imperial Stout,17,16
7.1,92,1609,Initial Point India Pale Ale,American IPA,313,12
9.9,92,1036,Lower De Boom,American Barleywine,368,8.4
7.2,93,912,Oasis,Extra Special / Strong Bitter (ESB),45,16
7.2,93,104,Oasis (2010),American Double / Imperial IPA,45,16
7,94,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),107,16
9.7,94,432,Hop Crisis,American Double / Imperial IPA,368,12
7.1,95,967,Black IPA,American Black Ale,392,12
8,95,1229,Dodgy Knight Imperial IPA,American Double / Imperial IPA,449,12
7.4,97,318,Vortex IPA,American IPA,206,16
6.3,100,1596,Dagger Falls IPA,American IPA,309,12
6.3,100,1595,Dagger Falls IPA,American IPA,309,12
6.3,100,879,Dagger Falls IPA,American IPA,309,12
6.6,100,881,Hop Abomination,American IPA,496,12
8,100,2668,Habitus (2014),American Double / Imperial IPA,3,16
8,100,2664,Habitus,American Double / Imperial IPA,3,16
8.2,100,1619,Hop Slayer Double IPA,American Double / Imperial IPA,361,12
8.2,100,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12
8.2,100,430,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361,12
9.2,100,1497,Valkyrie Double IPA,American Double / Imperial IPA,118,12
9.9,100,2094,Epitome,American Black Ale,222,16
9.9,100,1160,Old Devil's Tooth,American Barleywine,309,12
9.9,100,853,PRO-AM (2012) (2012),American Double / Imperial IPA,118,12
9.9,101,1561,Double Trunk,American Double / Imperial IPA,33,16
9.1,103,628,Resin,American Double / Imperial IPA,46,12
9.5,104,1762,Hemlock Double IPA,American Double / Imperial IPA,220,12
6.8,110,1017,Ethos IPA,American IPA,45,16
8.5,110,1728,Red Cockaded Ale,American Double / Imperial IPA,118,12
8.5,110,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,118,12
9.9,111,1696,Hi-Res,American Double / Imperial IPA,46,12
6.5,115,1492,Blazing World,American Amber / Red Ale,209,16
8.5,115,1449,Overlord Imperial IPA,American Double / Imperial IPA,17,16
8,120,1111,Heady Topper,American Double / Imperial IPA,272,16
8,120,379,Heady Topper,American Double / Imperial IPA,272,16
8.9,126,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12
9,130,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16
5.9,135,1676,Troopers Alley IPA,American IPA,344,12
8.2,138,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,12
0.1,NA,606,Scotty K NA,Low Alcohol Beer,522,16
3.5,NA,782,Carolina Blonde Light (2005),American Blonde Ale,504,12
3.5,NA,2580,Gose,Gose,42,16
3.8,NA,2307,Smooth Operator,Cream Ale,162,16
4,NA,784,Carolina Lighthouse (2007),American Blonde Ale,504,12
4,NA,1174,77 Fremont Select Spring Session IPA,American IPA,460,12
4,NA,2358,Minhas Light (2012),Light Lager,134,12
4,NA,1476,Squeaky Bike Nut Brown Ale,American Brown Ale,399,16
4,NA,902,Dead Horse Amber,American Pale Wheat Ale,399,16
4,NA,645,Rocket Bike American Lager,California Common / Steam Beer,399,16
4,NA,644,Johnny's American IPA,American IPA,399,16
4,NA,1190,Notch Session Pils,Czech Pilsener,271,12
4,NA,1982,Greenwood Beach,Fruit / Vegetable Beer,210,12
4.1,NA,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,16
4.1,NA,1780,Rise to the Top,Cream Ale,142,12
4.2,NA,2291,Blood Orange Gose,Gose,171,12
4.2,NA,1818,Keebarlin' Pale Ale,American Pale Ale (APA),171,12
4.2,NA,1652,White Cap White IPA,American White IPA,349,16
4.2,NA,511,High Country Pilsner (Current),German Pilsener,534,12
4.2,NA,74,Golden Trout Pilsner,German Pilsener,534,12
4.2,NA,2275,Boxer Light,Light Lager,134,12
4.2,NA,2236,Monkadelic,American Pale Ale (APA),189,12
4.2,NA,326,Up River Light,Light Lager,507,12
4.2,NA,1956,Farmer's Daughter Wheat,American Pale Wheat Ale,205,12
4.2,NA,1345,Patty's Chile Beer,Chile Beer,424,12
4.3,NA,1535,Kentucky Kölsch,Kölsch,388,16
4.3,NA,49,Porkslap Pale Ale,American Pale Ale (APA),556,12
4.3,NA,1917,Left of the Dial IPA,American IPA,271,12
4.3,NA,1807,Maine Island Trail Ale,American Pale Ale (APA),42,16
4.3,NA,1152,Galena Golden,American Blonde Ale,309,12
4.4,NA,1732,Curious Traveler Shandy,Shandy,334,12
4.5,NA,2260,Lake Street Express,American Pale Ale (APA),177,12
4.5,NA,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,12
4.5,NA,1343,Barrio Tucson Blonde,American Blonde Ale,251,12
4.5,NA,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),380,12
4.5,NA,2552,Painted Turtle,American Pale Ale (APA),56,12
4.5,NA,2019,Enlighten,Kölsch,250,16
4.5,NA,2016,Englishman,English Brown Ale,250,16
4.5,NA,1301,Easy Livin' Summer Ale,American Blonde Ale,212,12
4.5,NA,1763,Geary's Pale Ale,English Pale Ale,323,12
4.5,NA,680,Boater Beer,German Pilsener,369,16
4.5,NA,2591,Weiss Weiss Baby,Kristalweizen,36,12
4.5,NA,981,Barstool American Golden Ale,American Blonde Ale,279,12
4.5,NA,1911,Suicide Squeeze IPA,American IPA,206,16
4.5,NA,1116,Fremont Organic Pale Ale,American Pale Ale (APA),460,12
4.5,NA,616,Oregon Trail Unfiltered Raspberry Wheat,Fruit / Vegetable Beer,500,12
4.5,NA,2480,Healani,Hefeweizen,32,12
4.5,NA,2547,Beach Cruiser,Hefeweizen,59,12
4.5,NA,73,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,12
4.5,NA,1381,Endless Sun Ale,American Pale Wheat Ale,301,16
4.5,NA,1794,People's Pilsner,German Pilsener,205,12
4.5,NA,1330,Track 1 Amber Lager,American Amber / Red Lager,427,16
4.5,NA,599,Santa Fe Irish Red Ale,Irish Red Ale,392,12
4.5,NA,1942,Rudie Session IPA,American IPA,264,12
4.5,NA,1207,Dam Lager,American Amber / Red Lager,455,12
4.5,NA,2455,Lionshead,American Pilsner,90,12
4.5,NA,1041,Testudo,Bière de Garde,74,12
4.5,NA,2037,The Gilded Age,Munich Helles Lager,243,12
4.5,NA,1618,Pumpkin Ale,Pumpkin Ale,361,12
4.5,NA,334,Wild Onion Pumpkin Ale (2010),Pumpkin Ale,361,12
4.5,NA,2626,Edward’s Portly Brown,American Brown Ale,14,12
4.6,NA,1019,Longfin Lager,Munich Helles Lager,34,12
4.6,NA,165,White Ale,Witbier,518,12
4.6,NA,2269,Rahr's Blonde,Munich Helles Lager,176,12
4.6,NA,451,Panorama Wheat Ale,American Pale Wheat Ale,190,12
4.7,NA,1209,Summer Swelter,American Pale Wheat Ale,292,12
4.7,NA,707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,12
4.7,NA,1157,Tejas Lager,Czech Pilsener,463,12
4.7,NA,168,Summer Honey,American Blonde Ale,336,12
4.7,NA,1548,Slow & Steady Golden Ale,American Blonde Ale,107,12
4.7,NA,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,107,12
4.7,NA,1421,Live Local Golden Ale,American Blonde Ale,107,12
4.7,NA,2298,Passenger,English Dark Mild Ale,167,12
4.7,NA,1742,White Zombie Ale,Witbier,331,12
4.7,NA,638,White Zombie Ale,Witbier,331,12
4.7,NA,350,Golden Wing Blonde Ale,American Blonde Ale,256,16
4.7,NA,1957,805 Blonde Ale,American Blonde Ale,48,12
4.7,NA,1440,Hale's Pale American Ale,American Pale Ale (APA),290,12
4.7,NA,1721,Heliocentric Hefeweizen,Hefeweizen,148,12
4.7,NA,1430,Helios Hefeweizen (2013),Hefeweizen,148,12
4.7,NA,1061,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,470,12
4.7,NA,1055,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,470,12
4.7,NA,1054,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,470,12
4.7,NA,1053,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,470,12
4.7,NA,815,Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,502,12
4.7,NA,814,Pumpkinhead Ale,Pumpkin Ale,385,12
4.7,NA,1276,Will Power Pale Ale,American Pale Ale (APA),438,16
4.7,NA,1843,Strawberry White,Witbier,295,12
4.7,NA,1038,Wachusett Summer,American Pale Wheat Ale,295,12
4.7,NA,780,T-6 Red Ale (2004),American Amber / Red Ale,506,12
4.8,NA,1738,"the Kimmie, the Yink and the Holy Gose",Gose,171,12
4.8,NA,931,Wood Splitter Pilsner (2012),Czech Pilsener,107,12
4.8,NA,798,Brush Creek Blonde,American Blonde Ale,107,16
4.8,NA,919,Chugach Session Ale,Cream Ale,493,12
4.8,NA,2429,Voodoo,American Porter,26,16
4.8,NA,1273,SNO White Ale,Witbier,440,16
4.8,NA,365,BRIK Irish Red Ale,Irish Red Ale,440,16
4.8,NA,508,Endless Summer Ale (2011),American Pale Wheat Ale,301,16
4.8,NA,2155,Smittytown,Extra Special / Strong Bitter (ESB),210,12
4.8,NA,1438,Presidential Pils,Czech Pilsener,190,12
4.8,NA,1170,Workers Comp Saison,Saison / Farmhouse Ale,435,12
4.9,NA,1426,Back East Golden Ale,American Blonde Ale,235,12
4.9,NA,1184,Dirtbag Dunkel,Munich Dunkel Lager,107,16
4.9,NA,52,Heinnieweisse Weissebier,Hefeweizen,556,12
4.9,NA,50,Moo Thunder Stout,Milk / Sweet Stout,556,12
4.9,NA,1789,Lost River Blonde Ale,American Blonde Ale,315,16
4.9,NA,2376,Summer Ale,American Blonde Ale,123,12
4.9,NA,1665,King Street Blonde Ale,American Blonde Ale,102,12
4.9,NA,1060,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,470,12
4.9,NA,30,Urban Wilderness Pale Ale,English Pale Ale,557,12
4.9,NA,1779,Lost Trout Brown Ale,American Brown Ale,142,12
5,NA,1436,Pub Beer,American Pale Lager,408,12
5,NA,2518,Beach Blonde,American Blonde Ale,67,12
5,NA,1294,Angry Orchard Apple Ginger,Cider,434,16
5,NA,1293,Angry Orchard Crisp Apple,Cider,434,16
5,NA,1292,Angry Orchard Crisp Apple,Cider,434,12
5,NA,1131,Back East Ale,American Amber / Red Ale,235,12
5,NA,2022,Winter White,Witbier,76,16
5,NA,1564,1800 Big Log Wheat (2012),American Pale Wheat Ale,380,12
5,NA,1012,467 Ethan's Stout,American Stout,380,12
5,NA,2204,Post Time Kölsch,Kölsch,195,16
5,NA,1802,"You're My Boy, Blue",Fruit / Vegetable Beer,308,12
5,NA,2257,Remain in Light,American Pilsner,178,12
5,NA,783,Carolina Blonde (2006),American Blonde Ale,504,12
5,NA,1219,All American Blonde Ale,American Blonde Ale,452,12
